,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
34,"Mood (feat. iann dior)",24kGoldn,649328,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq
35,"Vaathi Coming","Anirudh Ravichander",645273,https://open.spotify.com/track/2BcPFQ7nrtUObgAs72xaac
36,Guilty,"Inder Chahal",640180,https://open.spotify.com/track/2W9awzkFJzPRddvLXtCSOU
37,telepatía,"Kali Uchis",625324,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
38,"Sira E Hou","Amrit Maan",620425,https://open.spotify.com/track/0b4HHjeg2b8xLj28WWnUkM
39,"Chhor Denge",Sachet-Parampara,616007,https://open.spotify.com/track/5SYcKZYmQnHBW1LGLOi8sH
40,Mirchi,DIVINE,614919,https://open.spotify.com/track/7zKzD5wM18bQSiJTAxTpwH
41,"Namo Namo","Amit Trivedi",610785,https://open.spotify.com/track/5QtQFSdyZEl0w4iDxAyv76
42,"Saranga Dariya",Mangli,607672,https://open.spotify.com/track/74IQCxI4nws964fic1Q4pv
43,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak Kohli",603634,https://open.spotify.com/track/57jOEZtoLQK4zF2x55bdkp
44,Makhna,"Tanishk Bagchi",601695,https://open.spotify.com/track/0ZHILXmUaVSLEOCWxPQ1ga
45,"3:59 AM",DIVINE,599670,https://open.spotify.com/track/2gNMXJDKRmKWuevBGjN8wo
46,Señorita,"Shawn Mendes",598507,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
47,Jashn-E-Bahaaraa,"A.R. Rahman",590812,https://open.spotify.com/track/1O5mTSQa0sCce9ghhDqIZl
48,positions,"Ariana Grande",585452,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
49,"Save Your Tears","The Weeknd",581887,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
50,"Teri Aankhon Mein","Darshan Raval",576478,https://open.spotify.com/track/3wmI2n0Whs6kg4MT8jFRU1
51,Copines,"Aya Nakamura",573270,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
52,"Tum Hi Aana (From ""Marjaavaan"")","Payal Dev",571267,https://open.spotify.com/track/6E9UwSfT80age2xknoMS7Y
53,Believer,"Imagine Dragons",568133,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
54,"Play Date","Melanie Martinez",563924,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
55,Nayan,"Dhvani Bhanushali",561843,https://open.spotify.com/track/2KrrAi2smn5Fa7sy7TxrKg
56,"Jatt te Jawani","Dilpreet Dhillon",557952,https://open.spotify.com/track/5oV5CJYCfOEvVkxswR6hrD
57,"BurjKhalifa (From ""Laxmii"")",Shashi,556704,https://open.spotify.com/track/3ZVKI8jix6PjEFx2xFBFhz
58,"lovely (with Khalid)","Billie Eilish",554963,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
59,"Master the Blaster - Background Score","Anirudh Ravichander",537924,https://open.spotify.com/track/4BRWG0mQqol30OG5xLIplN
60,"As I Am (feat. Khalid)","Justin Bieber",526075,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
61,"Kaise Hua (From ""Kabir Singh"")","Vishal Mishra",524995,https://open.spotify.com/track/1y1rQTkWmrZdJmjwuK07GC
62,"Jala Jala Jalapaatham Nuvvu","Devi Sri Prasad",515706,https://open.spotify.com/track/3NF3c438tAguEcWvU4b5iA
63,"Let Me Down Slowly","Alec Benjamin",512506,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
64,"First Kiss","Yo Yo Honey Singh",506270,https://open.spotify.com/track/1nhJF3mMAL9UgBz3vLLNuM
65,"Duniyaa (From ""Luka Chuppi"")",Akhil,505408,https://open.spotify.com/track/3s3J70eRpRH2hcYq4mEXTJ
66,"The Nights",Avicii,494683,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
67,"Dusk Till Dawn (feat. Sia) - Radio Edit",ZAYN,492810,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP
68,"Rabba Mehar Kari","Darshan Raval",491670,https://open.spotify.com/track/7oUCpKXbK5PdNB0ytPOSqH
69,Titliaan,"Afsana Khan",486981,https://open.spotify.com/track/1980E4Grgu5xAhNbFZ1mb1
70,"Kalank (Title Track)","Arijit Singh",485300,https://open.spotify.com/track/6vo7Y1iWyZvpjvFbf6BiZ5
71,"Life Goes On",BTS,478976,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
72,Whoopty,CJ,477794,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
73,"Levitating (feat. DaBaby)","Dua Lipa",475634,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
74,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon",474738,https://open.spotify.com/track/4xmkpE1Si5JL7NFxWrhV0S
75,"Jaan Ban Gaye",Mithoon,468513,https://open.spotify.com/track/30CDYWqqitNHUa0DGaUeIE
76,Perfect,"Ed Sheeran",464785,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
77,"Okey Oka Lokam","Arun Chiluveru",464419,https://open.spotify.com/track/0CHCU726JnK7AIdbqrzN9Y
78,Memories,"Maroon 5",461773,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
79,Raule,"Jassa Dhillon",458933,https://open.spotify.com/track/1IDO3YDXZEpBIT53R6QJSe
80,Closer,"The Chainsmokers",457531,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
81,"Kho Gaye Hum Kahan","Jasleen Royal",454597,https://open.spotify.com/track/6nZiYSBwPQ7fYnVWkkkj4g
82,Falling,"Trevor Daniel",447856,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
83,"Pal Pal Dil Ke Paas- Title Track","Arijit Singh",446511,https://open.spotify.com/track/7lGhrfren1Zpwh0ds0zuUg
84,"Udd Gaye",Ritviz,444519,https://open.spotify.com/track/5ZsAhuQ24mWHiduaxJqnhW
85,"Genda Phool (feat. Payal Dev)",Badshah,439542,https://open.spotify.com/track/0gzu5mm36VJH2Zqu8sQPTf
86,"Illegal Weapon 2.0 (From ""Street Dancer 3D"")","Jasmine Sandlas",438821,https://open.spotify.com/track/11IAzj9706fIKBVCJyMNNt
87,"Bekhayali (From ""Kabir Singh"")","Sachet Tandon",438440,https://open.spotify.com/track/1feANd8EfcDP5UqSvbheM3
88,"Care Ni Karda (From ""Chhalaang"")","Sweetaj Brar",431193,https://open.spotify.com/track/6e5DH8YHXdM40ROnD76hZd
89,Qaafirana,"Arijit Singh",430342,https://open.spotify.com/track/0xkGTPTijMU84dtHr3KQQi
90,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)",Badshah,427682,https://open.spotify.com/track/6q9XTgfWilsnyiFofvYrIF
91,"Mere Liye Tum Kaafi Ho (From ""Shubh Mangal Zyada Saavdhan"")","Ayushmann Khurrana",426599,https://open.spotify.com/track/3qrdLVOClRU4yPkcXZ7c5u
92,Mangalyam,"Thaman S",424512,https://open.spotify.com/track/7n5Jcqw85WSfJHrMXsk5N2
93,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",419400,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
94,Gutt,"Arjan Dhillon",417975,https://open.spotify.com/track/6Y8r5v3lwWX80fr7oRNK9V
95,"Sugar & Brownies",DHARIA,416163,https://open.spotify.com/track/3EZocpoj4dsFqsluUGHnwT
96,Saibo,Sachin-Jigar,415699,https://open.spotify.com/track/6udC4b4jOSnHb9ItnXgKLR
97,Chidiya,Vilen,413913,https://open.spotify.com/track/7mNZUnDWUDidWBFaUpVtOC
98,Gone,ROSÉ,413187,https://open.spotify.com/track/2dHoVW9AxJVSRebPRyV2aA
99,Hukam,"Karan Aujla",412747,https://open.spotify.com/track/3CslTKRGmBGgEsCUnCfn67
100,Anyone,"Justin Bieber",412481,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
101,"Without Me",Halsey,411522,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
102,Mazaa,"B Praak",411198,https://open.spotify.com/track/78MtqaMTxsamXztLQjEnyV
103,"How You Like That",BLACKPINK,410991,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
104,"Humnava Mere","Jubin Nautiyal",407572,https://open.spotify.com/track/0loZn1c5heXie7OAtvK6nH
105,"Tere Naal","Tulsi Kumar",398694,https://open.spotify.com/track/2Vw94w6FxCyaYwyCivi9Py
106,"death bed (coffee for your head)",Powfu,398467,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
107,"Jaan 'Nisaar (Arijit)","Arijit Singh",396631,https://open.spotify.com/track/6pzlnyHTVYi5FOmrgOmC95
108,Up,"Cardi B",393592,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
109,"Love Your Voice",JONY,393505,https://open.spotify.com/track/75VNPADAFa4iNpjEBUYMhF
110,"Sawan Mein Lag Gayi Aag (From ""Ginny Weds Sunny"")","Mika Singh",392007,https://open.spotify.com/track/75blgc6LjSNv4MQyJkPka7
111,"Shape of You","Ed Sheeran",390812,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
112,"Malang (Title Track) [From ""Malang - Unleash The Madness""]","Ved Sharma",387965,https://open.spotify.com/track/25MPTnqXQB1H6OkwSYUXWx
113,"Tera Ban Jaunga (From ""Kabir Singh"")","Akhil Sachdeva",387776,https://open.spotify.com/track/4OcvkkpF3xmyCGGY5IBlgi
114,Faded,"Alan Walker",387374,https://open.spotify.com/track/698ItKASDavgwZ3WjaWjtz
115,"Boy With Luv (feat. Halsey)",BTS,385979,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
116,"Main Tumhara","A.R. Rahman",385921,https://open.spotify.com/track/2ZvWoJ82LKCgD0nU9H5ue5
117,"Someone You Loved","Lewis Capaldi",385403,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
118,"Kun Faya Kun","A.R. Rahman",382897,https://open.spotify.com/track/7F8RNvTQlvbeBLeenycvN6
119,"Tera Yaar Hoon Main (From ""Sonu Ke Titu Ki Sweety"")","Arijit Singh",381924,https://open.spotify.com/track/1NX33DecZrq4ZUGDc47AfN
120,"Tum Se Hi",Pritam,381215,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE
121,"Thoda Thoda Pyaar","Stebin Ben",380196,https://open.spotify.com/track/5nsET7aVWXu017lsQjRFCV
122,"No Competition","Jass Manak",378906,https://open.spotify.com/track/1TRgZ55GFCKSbrTb62rmra
123,"Let Me Love You","DJ Snake",377991,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU
124,Mehrama,Pritam,376260,https://open.spotify.com/track/6cUOiOY5qh2FpIQWIYAd2h
125,Satisfya,"Imran Khan",373278,https://open.spotify.com/track/6HGoVbCUr63SgU3TjxEVj6
126,"I Like Me Better",Lauv,372948,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
127,Toxic,"AP Dhillon",369192,https://open.spotify.com/track/4faDlXyZMSxEuxBdd5gDIz
128,willow,"Taylor Swift",365524,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
129,FRIENDS,Marshmello,365037,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
130,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",364825,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
131,"WITHOUT YOU","The Kid LAROI",364715,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
132,"Intentions (feat. Quavo)","Justin Bieber",364045,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
133,"Can We Kiss Forever?",Kina,359911,https://open.spotify.com/track/58wyJLv6yH1La9NIZPl3ne
134,Kabira,Pritam,359778,https://open.spotify.com/track/4bD9z9qa4qg9BhryvYWB7c
135,"Oye Hoye Hoye","Jassie Gill",359395,https://open.spotify.com/track/7wNKW6AIOMNxmvRnQf2VzC
136,"Humdard (From ""Ek Villain"")","Arijit Singh",356373,https://open.spotify.com/track/2PvaburAUlhNHxVhw5lvOq
137,"Born to Shine","Diljit Dosanjh",353563,https://open.spotify.com/track/4XxfOvudrnBRdlgzEaq1sd
138,"On My Way","Alan Walker",352972,https://open.spotify.com/track/7KhHA3mzt7A3LFlOJEAKpI
139,"Watermelon Sugar","Harry Styles",351140,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
140,"Mast Magan (From ""2 States"")","Arijit Singh",349064,https://open.spotify.com/track/4wIWWEhbdgKAxhR68eE0Ye
141,"Har Funn Maula (From ""Koi Jaane Na"")","Tanishk Bagchi",348039,https://open.spotify.com/track/3ayMReTwLoo6jAg7adDqyz
142,Attention,"Charlie Puth",346814,https://open.spotify.com/track/5cF0dROlMOK5uNZtivgu50
143,Sin,"Sidhu Moose Wala",346242,https://open.spotify.com/track/5vwpOLQh2PpIbuJSjHhFwZ
144,"It's You","Ali Gatie",345692,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29
145,"Ek Tarfa","Darshan Raval",343504,https://open.spotify.com/track/64r6z0P3RnhpTGdkA7p5Os
146,"7 rings","Ariana Grande",343187,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
147,"Dance Monkey","Tones And I",343134,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
148,"Dil Diyan Gallan","Atif Aslam",342842,https://open.spotify.com/track/0FBQ4NrrHUbR9kus7rzrOj
149,"Asal Mein","Darshan Raval",341166,https://open.spotify.com/track/0rMeOAvbQZ2RTG4B6L1M4p
150,"Buttabomma - Telugu","Armaan Malik",339253,https://open.spotify.com/track/0dnDTvdUco2UbaBjUtPxNS
151,"Tu Shayar Banaagi","Parry Sidhu",336661,https://open.spotify.com/track/4APdbH7o8nQgnfM7I5snHl
152,Sakhiyaan,"Maninder Buttar",336555,https://open.spotify.com/track/3sqRODOZ1Z6hR4F2tnFAlg
153,"Mere Sohneya (From ""Kabir Singh"")","Sachet Tandon",334375,https://open.spotify.com/track/2IoZMG3RqiTmsy7Li3zGFg
154,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]","Jubin Nautiyal",333756,https://open.spotify.com/track/3lT4SlZVvqLhMeiuBv7gHW
155,"Holy (feat. Chance The Rapper)","Justin Bieber",331927,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
156,"Scars To Your Beautiful","Alessia Cara",331028,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
157,Umbrella,"Ember Island",330362,https://open.spotify.com/track/2FX5HPP1FNNuLlt2UU9os7
158,"Bujji (From ""Jagame Thandhiram"")","Santhosh Narayanan",330138,https://open.spotify.com/track/6rJhjykEkCqm3H64uALhhf
159,G.O.A.T.,"Diljit Dosanjh",329247,https://open.spotify.com/track/46QbY78ha62aiu6gBgC7lS
160,"Haan Main Galat",Pritam,329147,https://open.spotify.com/track/0MLZAgKQKHbPsJ12qHS860
161,Goosebumps,HVME,328670,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
162,"Saada Pyaar","AP Dhillon",328474,https://open.spotify.com/track/5gSVKG0R4xc8qtDIoyDNy8
163,"Kinna Sona","Sunil Kamath",326590,https://open.spotify.com/track/2gXZp1zDDA5bnPsLwrSMRj
164,"Love Me Like You Do - From ""Fifty Shades Of Grey""","Ellie Goulding",326382,https://open.spotify.com/track/3zHq9ouUJQFQRf3cm1rRLu
165,"Goosebumps - Remix","Travis Scott",324420,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
166,"Keh Len De",Kaka,324165,https://open.spotify.com/track/3CHZhkihLupVrfYIyg869S
167,34+35,"Ariana Grande",321902,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
168,Baari,"Bilal Saeed",320653,https://open.spotify.com/track/7cuYb19oTyv1tLTgzH7qpv
169,"Lagdi Lahore Di (From ""Street Dancer 3D"")","Guru Randhawa",319343,https://open.spotify.com/track/5ZQnQnbUVtBO0pl3ShqVHG
170,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",319233,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
171,"Love Story","Taylor Swift",319031,https://open.spotify.com/track/7bad461siaxECNlaYsmIo6
172,Zaalima,"Arijit Singh",318700,https://open.spotify.com/track/4fgJe7zBjVXvs8HxtE21Y9
173,"Alone, Pt. II","Alan Walker",318435,https://open.spotify.com/track/0bMbDctzMmTyK2j74j3nF3
174,"Savage Love (Laxed – Siren Beat) [BTS Remix]","Jawsh 685",316288,https://open.spotify.com/track/4TgxFMOn5yoESW6zCidCXL
175,"Tum Hi Ho (From ""Aashiqui 2"")","Arijit Singh",316088,https://open.spotify.com/track/7ouBSPZKQpm7zQz2leJXta
176,Takeover,"AP Dhillon",312773,https://open.spotify.com/track/5DVnSQ90r2M3gm6XbgTCLp
177,"bad guy","Billie Eilish",311135,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
178,"Ae Dil Hai Mushkil Title Track",Pritam,308859,https://open.spotify.com/track/1UWacd8x8tPPwmrPB1MoBI
179,"O Saki Saki (From ""Batla House"")","Neha Kakkar",308586,https://open.spotify.com/track/5djZm1zFGcJUSUqbBjrAZH
180,"Savage Love (Laxed - Siren Beat)","Jawsh 685",308208,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
181,"Top Tucker","Uchana Amit",308171,https://open.spotify.com/track/3ibDXkPA4Ijz24UxbFcNMi
182,"Leave The Door Open","Bruno Mars",307801,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
183,Copyright,"Prem Dhillon",305971,https://open.spotify.com/track/7oIoudUSirCtsuPdkLseHu
184,Safari,Serena,305346,https://open.spotify.com/track/3C9kY7XZh6GCEmfazGJ2UB
185,Pal,Javed-Mohsin,303511,https://open.spotify.com/track/5G7pZ8G8NFvS1MQ9H4L7dC
186,"Into Your Arms (feat. Ava Max)","Witt Lowry",303442,https://open.spotify.com/track/0b11D9D0hMOYCIMN3OKreM
187,"you broke me first","Tate McRae",303085,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
188,"Selfish Love (with Selena Gomez)","DJ Snake",301689,https://open.spotify.com/track/3XoflnowYPFRPOh3uFvHcm
189,"We Don't Talk Anymore (feat. Selena Gomez)","Charlie Puth",299049,https://open.spotify.com/track/68EMU2RD1ECNeOeJ5qAXCV
190,"Yaad Piya Ki Aane Lagi","Neha Kakkar",298681,https://open.spotify.com/track/0TkquWzzuxcrwbCWlTrKYF
191,"Chellamma (From ""Doctor"")","Anirudh Ravichander",298221,https://open.spotify.com/track/0fGclndst25Qqy8j4u5De5
192,"Lonely (with benny blanco)","Justin Bieber",296895,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
193,"Lost Love","Prem Dhillon",296776,https://open.spotify.com/track/2L1cfBLg1wNI5ZIpAAv6Wc
194,"Tum Se Hi (From ""Sadak 2"")","Ankit Tiwari",294445,https://open.spotify.com/track/2fwd3t4N8QNy9w7VT1zC97
195,"Tu Jaane Na","Atif Aslam",293078,https://open.spotify.com/track/4iFPsNzNV7V9KJgcOX7TEO
196,"Yaen Ennai Pirindhaai - Male","Sid Sriram",292401,https://open.spotify.com/track/2GYzXSeNa3Y0BfIfS1VJj3
197,"Muqabla (From ""Street Dancer 3D"")","Yash Narvekar",291755,https://open.spotify.com/track/28veUNu4veN0LOBVa0nFw8
198,"Channa Mereya",Pritam,290457,https://open.spotify.com/track/0H2iJVgorRR0ZFgRqGUjUM
199,"Mann Mera (From ""Table No. 21"")","Gajendra Verma",289613,https://open.spotify.com/track/2BeY2dQPbD8xYxx3yhBTVD
200,Baarishein,"Anuv Jain",289018,https://open.spotify.com/track/5iCY0TXNImK4hyKfcplQsg
